Actual values,Predicted Values,0
0.717661860223,0.66
0.6944418935,0.65
0.73295241656,0.73
0.634233966742,0.62
0.764565989946,0.74
0.803557520613,0.79
0.823019284898,0.8
0.680694097114,0.69
0.69536107807,0.7
0.743897684978,0.76
0.835177997016,0.84
0.795242168909,0.78
0.580514478917,0.67
0.635890931199,0.66
0.60562132696,0.65
0.531619241479,0.54
0.556038000017,0.58
0.738563468815,0.79
0.767446327051,0.8
0.710917955076,0.75
0.722816885523,0.73
0.676694474989,0.72
0.595938105313,0.62
0.639425373729,0.67
0.847773923992,0.81
0.554320052025,0.63
0.52100162331,0.69
0.780114679595,0.8
0.499399508296,0.43
0.756210333599,0.8
0.60798267689,0.73
0.635346082039,0.75
0.730269217622,0.71
0.741788393158,0.73
0.84716884372,0.83
0.717904618809,0.72
0.938659224918,0.94
0.785070299134,0.81
0.777202596225,0.81
0.691461423197,0.75
0.77161221222,0.79
0.636437932289,0.58
0.618599780981,0.59
0.450768630338,0.47
0.496541948346,0.49
0.504790507689,0.47
0.418690572047,0.42
0.450915542246,0.57
0.609943286865,0.62
0.693908827355,0.74
0.781138570893,0.73
0.614710602862,0.64
0.585669137023,0.63
0.521811353359,0.59
0.65000385702,0.73
0.785792427475,0.79
0.600178171324,0.68
0.540376822599,0.7
0.640966581923,0.81
0.790226825004,0.85
0.899777177252,0.93
0.915043811766,0.91
0.633220001202,0.69
0.755982125882,0.77
0.826674341903,0.86
0.722577005984,0.74
0.508024928839,0.57
0.497465242846,0.51
0.585305835259,0.67
0.612063742795,0.72
0.807924636039,0.89
0.932896167899,0.95
0.722565348824,0.79
0.560117737665,0.39
0.530235475403,0.38
0.459551979894,0.34
0.471649991724,0.47
0.510869651345,0.56
0.650174680109,0.71
0.770654397309,0.78
0.736817524749,0.73
0.83039315742,0.82
0.621367770701,0.62
0.962258241552,0.96
0.982137798128,0.96
0.587537962827,0.46
0.627077735779,0.53
0.509429122734,0.49
0.731784585949,0.76
0.618888213444,0.64
0.707549689507,0.71
0.824728919676,0.84
0.699856398343,0.77
0.851523654722,0.89
0.800940416038,0.82
0.80487161859,0.84
0.905113185604,0.91
0.723804626028,0.67
0.923824350397,0.95
